# FSD50K Dev Needed Files
# Format: fname.wav,echo_class

354702.wav,normal
354703.wav,normal
354705.wav,normal
354719.wav,normal
354722.wav,normal
354723.wav,normal
354725.wav,normal
354728.wav,normal
354730.wav,normal
354734.wav,normal
354736.wav,normal
354737.wav,normal
119354.wav,normal
354741.wav,normal
354742.wav,normal
354747.wav,normal
354752.wav,normal
354754.wav,normal
354757.wav,normal
354759.wav,normal
354761.wav,normal
354766.wav,normal
354770.wav,normal
119360.wav,normal
354772.wav,normal
354774.wav,normal
354776.wav,normal
354780.wav,normal
354781.wav,normal
354782.wav,normal
354783.wav,normal
354786.wav,normal
354788.wav,normal
119364.wav,normal
354792.wav,normal
354794.wav,normal
354800.wav,normal
379378.wav,normal
354807.wav,normal
354815.wav,normal
354816.wav,normal
354817.wav,normal
119370.wav,normal
354821.wav,normal
119371.wav,normal
354828.wav,normal
354833.wav,normal
354834.wav,normal
354836.wav,normal
354837.wav,normal
354838.wav,normal
119374.wav,normal
354841.wav,normal
354845.wav,normal
354847.wav,normal
354848.wav,normal
354849.wav,normal
248354.wav,normal
354850.wav,normal
354851.wav,normal
119377.wav,normal
248362.wav,normal
248363.wav,normal
354860.wav,normal
248365.wav,normal
248366.wav,normal
354862.wav,normal
248368.wav,normal
248369.wav,normal
133682.wav,normal
248370.wav,normal
354866.wav,normal
248373.wav,normal
354868.wav,normal
248375.wav,normal
119380.wav,normal
354865.wav,normal
248378.wav,normal
354867.wav,normal
119381.wav,normal
133686.wav,normal
248382.wav,normal
354873.wav,normal
354874.wav,normal
119382.wav,normal
248386.wav,normal
248387.wav,normal
354877.wav,normal
354879.wav,normal
248390.wav,normal
248391.wav,normal
248392.wav,normal
119383.wav,normal
248394.wav,normal
119384.wav,normal
133702.wav,normal
354888.wav,normal
354892.wav,normal
354893.wav,normal
354894.wav,normal
354896.wav,normal
248402.wav,normal
354891.wav,normal
248404.wav,normal
119386.wav,normal
354900.wav,normal
248407.wav,normal
354902.wav,normal
354905.wav,normal
354904.wav,normal
354906.wav,normal
354908.wav,normal
248414.wav,normal
248416.wav,normal
354912.wav,normal
354914.wav,normal
248419.wav,normal
354917.wav,normal
248422.wav,normal
248423.wav,normal
354920.wav,normal
248425.wav,normal
248429.wav,normal
119391.wav,normal
248431.wav,normal
354926.wav,normal
354929.wav,normal
248434.wav,normal
248435.wav,normal
248436.wav,normal
248437.wav,normal
354930.wav,normal
354933.wav,normal
354935.wav,normal
248441.wav,normal
119393.wav,normal
248443.wav,normal
248444.wav,normal
354937.wav,normal
354941.wav,normal
354942.wav,normal
354947.wav,normal
354948.wav,normal
248453.wav,normal
248454.wav,normal
354949.wav,normal
248458.wav,normal
354954.wav,normal
248460.wav,normal
248461.wav,normal
248462.wav,normal
248463.wav,normal
354956.wav,normal
354960.wav,normal
354962.wav,normal
248467.wav,normal
248468.wav,normal
354964.wav,normal
354966.wav,normal
248471.wav,normal
354961.wav,normal
248473.wav,normal
354968.wav,normal
248475.wav,normal
248476.wav,normal
248477.wav,normal
248478.wav,normal
68254.wav,normal
248480.wav,normal
354969.wav,normal
354970.wav,normal
248483.wav,normal
354971.wav,normal
248485.wav,normal
354973.wav,normal
248487.wav,normal
354975.wav,normal
354977.wav,normal
354980.wav,normal
354983.wav,normal
354984.wav,normal
354985.wav,normal
354987.wav,normal
354992.wav,normal
354993.wav,normal
248498.wav,normal
354999.wav,normal
355000.wav,normal
248505.wav,normal
355001.wav,normal
355006.wav,normal
248511.wav,normal
355007.wav,normal
248513.wav,normal
248514.wav,normal
355010.wav,normal
355011.wav,normal
355012.wav,normal
248519.wav,normal
355016.wav,normal
355017.wav,normal
355019.wav,normal
355020.wav,normal
355021.wav,normal
248527.wav,normal
355031.wav,normal
355032.wav,normal
248537.wav,normal
248539.wav,normal
248541.wav,normal
248542.wav,normal
248544.wav,normal
248549.wav,normal
248554.wav,normal
248556.wav,normal
248560.wav,normal
248561.wav,normal
248563.wav,normal
248569.wav,normal
248570.wav,normal
248572.wav,normal
248574.wav,normal
248577.wav,normal
355076.wav,normal
355077.wav,normal
355078.wav,normal
355079.wav,normal
355080.wav,normal
355081.wav,normal
355082.wav,normal
355083.wav,normal
355084.wav,normal
355085.wav,normal
355086.wav,normal
355087.wav,normal
355088.wav,normal
355089.wav,normal
355090.wav,normal
355091.wav,normal
355092.wav,normal
355093.wav,normal
355094.wav,normal
355095.wav,normal
355096.wav,normal
355097.wav,normal
355098.wav,normal
355099.wav,normal
355100.wav,normal
355101.wav,normal
355102.wav,normal
355103.wav,normal
355104.wav,normal
355105.wav,normal
355106.wav,normal
355107.wav,normal
355108.wav,normal
355109.wav,normal
355110.wav,normal
355111.wav,normal
355112.wav,normal
355113.wav,normal
355114.wav,normal
355115.wav,normal
355116.wav,normal
355117.wav,normal
355118.wav,normal
355119.wav,normal
355120.wav,normal
355121.wav,normal
355122.wav,normal
355123.wav,normal
355124.wav,normal
355125.wav,normal
355126.wav,normal
355127.wav,normal
355128.wav,normal
355129.wav,normal
355130.wav,normal
355131.wav,normal
355132.wav,normal
355133.wav,normal
355134.wav,normal
355135.wav,normal
355136.wav,normal
355137.wav,normal
355138.wav,normal
355139.wav,normal
355140.wav,normal
355141.wav,normal
355142.wav,normal
355143.wav,normal
355144.wav,normal
355145.wav,normal
355146.wav,normal
355147.wav,normal
355148.wav,normal
355149.wav,normal
355150.wav,normal
355151.wav,normal
355152.wav,normal
355153.wav,normal
355154.wav,normal
355155.wav,normal
355156.wav,normal
355157.wav,normal
355158.wav,normal
355159.wav,normal
355160.wav,normal
355161.wav,normal
355162.wav,normal
355163.wav,normal
355164.wav,normal
355165.wav,normal
355166.wav,normal
355167.wav,normal
355168.wav,normal
355169.wav,normal
355170.wav,normal
355171.wav,normal
355172.wav,normal
355173.wav,normal
76646.wav,normal
355174.wav,normal
355176.wav,normal
355175.wav,normal
355177.wav,normal
355179.wav,normal
355178.wav,normal
355181.wav,normal
355180.wav,normal
355183.wav,normal
355182.wav,normal
355185.wav,normal
355184.wav,normal
355187.wav,normal
355186.wav,normal
355189.wav,normal
355190.wav,normal
355191.wav,normal
355192.wav,normal
355188.wav,normal
355194.wav,normal
355193.wav,normal
355196.wav,normal
355197.wav,normal
355198.wav,normal
248703.wav,normal
355200.wav,normal
355199.wav,normal
355202.wav,normal
355195.wav,normal
355201.wav,normal
355203.wav,normal
355204.wav,normal
355205.wav,normal
355206.wav,normal
248713.wav,normal
355209.wav,normal
248715.wav,normal
248716.wav,normal
248717.wav,normal
355210.wav,normal
355211.wav,normal
248720.wav,normal
355212.wav,normal
355213.wav,normal
355214.wav,normal
355216.wav,normal
355217.wav,normal
248726.wav,normal
248727.wav,normal
355218.wav,normal
355220.wav,normal
248730.wav,normal
355222.wav,normal
355223.wav,normal
248733.wav,normal
355226.wav,normal
355227.wav,normal
355229.wav,normal
355230.wav,normal
355231.wav,normal
355233.wav,normal
355234.wav,normal
355235.wav,normal
355236.wav,normal
355238.wav,normal
355239.wav,normal
248745.wav,normal
248746.wav,normal
355242.wav,normal
248748.wav,normal
355243.wav,normal
355245.wav,normal
355247.wav,normal
355244.wav,normal
248753.wav,normal
355249.wav,normal
355246.wav,normal
355248.wav,normal
355253.wav,normal
355254.wav,normal
355255.wav,normal
248760.wav,normal
355250.wav,normal
248762.wav,normal
355251.wav,normal
248764.wav,normal
248765.wav,normal
355256.wav,normal
355257.wav,normal
248768.wav,normal
355258.wav,normal
355259.wav,normal
355260.wav,normal
355266.wav,normal
248773.wav,normal
248774.wav,normal
248775.wav,normal
355263.wav,normal
248777.wav,normal
248778.wav,normal
355267.wav,normal
355268.wav,normal
248781.wav,normal
248782.wav,normal
355270.wav,normal
355277.wav,normal
355272.wav,normal
355273.wav,normal
248787.wav,normal
355275.wav,normal
248789.wav,normal
248790.wav,normal
355278.wav,normal
355279.wav,normal
355280.wav,normal
248794.wav,normal
355282.wav,normal
355283.wav,normal
355284.wav,normal
355285.wav,normal
248799.wav,normal
355287.wav,normal
355288.wav,normal
355289.wav,normal
355290.wav,normal
355291.wav,normal
248805.wav,normal
355293.wav,normal
355294.wav,normal
248808.wav,normal
248809.wav,normal
248810.wav,normal
355298.wav,normal
248812.wav,normal
248813.wav,normal
248814.wav,normal
355302.wav,normal
248816.wav,normal
248817.wav,normal
355305.wav,normal
355307.wav,normal
355308.wav,normal
355309.wav,normal
248822.wav,normal
355319.wav,normal
355320.wav,normal
355321.wav,normal
355314.wav,normal
355315.wav,normal
355317.wav,normal
355318.wav,normal
248824.wav,normal
248826.wav,normal
248827.wav,normal
248828.wav,normal
248833.wav,normal
248835.wav,normal
248839.wav,normal
248843.wav,normal
248846.wav,normal
248847.wav,normal
248849.wav,normal
248855.wav,normal
248856.wav,normal
248857.wav,normal
248858.wav,normal
248859.wav,normal
248866.wav,normal
248873.wav,normal
248875.wav,normal
248880.wav,normal
248884.wav,normal
248886.wav,normal
248890.wav,normal
248892.wav,normal
248894.wav,normal
248895.wav,normal
248897.wav,normal
248898.wav,normal
248905.wav,normal
248906.wav,normal
248908.wav,normal
248912.wav,normal
248913.wav,normal
248914.wav,normal
248915.wav,normal
248916.wav,normal
248920.wav,normal
248923.wav,normal
248924.wav,normal
248925.wav,normal
248934.wav,normal
248937.wav,normal
248938.wav,normal
248939.wav,normal
248942.wav,normal
248943.wav,normal
248944.wav,normal
248945.wav,normal
248946.wav,normal
248949.wav,normal
248951.wav,normal
248952.wav,normal
248957.wav,normal
248958.wav,normal
248961.wav,normal
248962.wav,normal
248967.wav,normal
248970.wav,normal
248972.wav,normal
248977.wav,normal
248983.wav,normal
248984.wav,normal
248987.wav,normal
248994.wav,normal
248996.wav,normal
249000.wav,normal
249001.wav,normal
249003.wav,normal
249008.wav,normal
249009.wav,normal
249010.wav,normal
249014.wav,normal
249023.wav,normal
249025.wav,normal
249027.wav,normal
249028.wav,normal
249029.wav,normal
249030.wav,normal
249033.wav,normal
249035.wav,normal
249042.wav,normal
249043.wav,normal
249049.wav,normal
249055.wav,normal
249057.wav,normal
249059.wav,normal
249063.wav,normal
249064.wav,normal
249066.wav,normal
249067.wav,normal
249072.wav,normal
249073.wav,normal
60658.wav,normal
249077.wav,normal
249080.wav,normal
249094.wav,normal
249095.wav,normal
249098.wav,normal
249107.wav,normal
249108.wav,normal
249109.wav,normal
249111.wav,normal
249112.wav,normal
249118.wav,normal
249119.wav,normal
249125.wav,normal
249127.wav,normal
249131.wav,normal
249132.wav,normal
249133.wav,normal
249134.wav,normal
249136.wav,normal
249138.wav,normal
159119.wav,normal
159120.wav,normal
159121.wav,normal
159135.wav,normal
126408.wav,normal
323028.wav,normal
323041.wav,normal
44634.wav,normal
44639.wav,normal
373596.wav,normal
373597.wav,normal
119654.wav,normal
372371.wav,normal
372374.wav,normal
373607.wav,normal
373609.wav,normal
373610.wav,normal
119667.wav,normal
373611.wav,normal
372414.wav,normal
372415.wav,normal
373614.wav,normal
372418.wav,normal
372420.wav,normal
372422.wav,normal
373615.wav,normal
372423.wav,normal
200419.wav,normal
200420.wav,normal
373623.wav,normal
44784.wav,normal
373624.wav,normal
373625.wav,normal
373627.wav,normal
373327.wav,normal
241461.wav,normal
373638.wav,normal
119663.wav,normal
373646.wav,normal
373650.wav,normal
373651.wav,normal
373653.wav,normal
372618.wav,normal
372619.wav,normal
372620.wav,normal
372621.wav,normal
372622.wav,normal
372623.wav,normal
372624.wav,normal
372625.wav,normal
372626.wav,normal
372627.wav,normal
372628.wav,normal
372629.wav,normal
372630.wav,normal
372631.wav,normal
372632.wav,normal
372633.wav,normal
372634.wav,normal
372635.wav,normal
372636.wav,normal
372637.wav,normal
372638.wav,normal
373658.wav,normal
372639.wav,normal
372640.wav,normal
372641.wav,normal
372642.wav,normal
372644.wav,normal
372643.wav,normal
372645.wav,normal
372646.wav,normal
372648.wav,normal
372649.wav,normal
372650.wav,normal
372651.wav,normal
372647.wav,normal
372652.wav,normal
372654.wav,normal
372655.wav,normal
257968.wav,normal
372657.wav,normal
372658.wav,normal
372659.wav,normal
372653.wav,normal
372656.wav,normal
372660.wav,normal
372661.wav,normal
372662.wav,normal
372663.wav,normal
372664.wav,normal
372665.wav,normal
372666.wav,normal
372668.wav,normal
372669.wav,normal
372671.wav,normal
372670.wav,normal
372667.wav,normal
372672.wav,normal
372673.wav,normal
372674.wav,normal
372675.wav,normal
372676.wav,normal
372677.wav,normal
372678.wav,normal
372679.wav,normal
372680.wav,normal
372681.wav,normal
372682.wav,normal
372683.wav,normal
372684.wav,normal
372685.wav,normal
372686.wav,normal
372689.wav,normal
372690.wav,normal
372687.wav,normal
372688.wav,normal
372691.wav,normal
372694.wav,normal
372695.wav,normal
372692.wav,normal
372697.wav,normal
372693.wav,normal
372696.wav,normal
372700.wav,normal
372699.wav,normal
372698.wav,normal
372703.wav,normal
372701.wav,normal
372702.wav,normal
372704.wav,normal
372705.wav,normal
372706.wav,normal
372707.wav,normal
372708.wav,normal
372709.wav,normal
119673.wav,normal
119674.wav,normal
119679.wav,normal
119681.wav,normal
119682.wav,normal
119688.wav,normal
119690.wav,normal
356441.wav,normal
356442.wav,normal
356444.wav,normal
119693.wav,normal
356447.wav,normal
356448.wav,normal
356449.wav,normal
356450.wav,normal
356451.wav,normal
356455.wav,normal
356456.wav,normal
356457.wav,normal
356460.wav,normal
356463.wav,normal
356464.wav,normal
356465.wav,normal
356472.wav,normal
356474.wav,normal
356475.wav,normal
356476.wav,normal
356477.wav,normal
356479.wav,normal
356483.wav,normal
356489.wav,normal
356490.wav,normal
356492.wav,normal
356501.wav,normal
356503.wav,normal
356505.wav,normal
356508.wav,normal
356509.wav,normal
356511.wav,normal
356517.wav,normal
356518.wav,normal
356524.wav,normal
356526.wav,normal
356532.wav,normal
356536.wav,normal
372923.wav,normal
356542.wav,normal
372927.wav,normal
356544.wav,normal
372929.wav,normal
372928.wav,normal
356547.wav,normal
356543.wav,normal
372935.wav,normal
356554.wav,normal
372939.wav,normal
372940.wav,normal
356558.wav,normal
356561.wav,normal
356563.wav,normal
372952.wav,normal
356569.wav,normal
372954.wav,normal
356571.wav,normal
356573.wav,normal
372959.wav,normal
372961.wav,normal
356578.wav,normal
356577.wav,normal
372964.wav,normal
372966.wav,normal
356583.wav,normal
356584.wav,normal
372967.wav,normal
372971.wav,normal
356587.wav,normal
372972.wav,normal
356590.wav,normal
372975.wav,normal
372976.wav,normal
356592.wav,normal
372978.wav,normal
372979.wav,normal
372980.wav,normal
356597.wav,normal
372982.wav,normal
372983.wav,normal
356601.wav,normal
372986.wav,normal
372988.wav,normal
372989.wav,normal
356605.wav,normal
372993.wav,normal
372994.wav,normal
356610.wav,normal
356612.wav,normal
372997.wav,normal
356614.wav,normal
356615.wav,normal
373000.wav,normal
373004.wav,normal
373005.wav,normal
356621.wav,normal
356623.wav,normal
359077.wav,normal
373010.wav,normal
373014.wav,normal
356631.wav,normal
356632.wav,normal
373017.wav,normal
356634.wav,normal
356636.wav,normal
356638.wav,normal
356639.wav,normal
356640.wav,normal
359081.wav,normal
356646.wav,normal
356651.wav,normal
356652.wav,normal
359083.wav,normal
356655.wav,normal
356659.wav,normal
356660.wav,normal
356667.wav,normal
356669.wav,normal
359087.wav,normal
356680.wav,normal
356682.wav,normal
359089.wav,normal
356685.wav,normal
356687.wav,normal
359090.wav,normal
356691.wav,normal
356695.wav,normal
356697.wav,normal
356698.wav,normal
356701.wav,normal
356703.wav,normal
356704.wav,normal
12642.wav,normal
356709.wav,normal
356711.wav,normal
242023.wav,normal
356713.wav,normal
242025.wav,normal
242024.wav,normal
242027.wav,normal
242029.wav,normal
356718.wav,normal
242030.wav,normal
356721.wav,normal
242035.wav,normal
356725.wav,normal
356726.wav,normal
356728.wav,normal
356729.wav,normal
356731.wav,normal
356734.wav,normal
356736.wav,normal
356738.wav,normal
356739.wav,normal
356740.wav,normal
356741.wav,normal
356742.wav,normal
356745.wav,normal
119177.wav,normal
119178.wav,normal
119179.wav,normal
356749.wav,normal
119180.wav,normal
119181.wav,normal
119182.wav,normal
119183.wav,normal
119184.wav,normal
356755.wav,normal
119185.wav,normal
119186.wav,normal
119187.wav,normal
356759.wav,normal
119188.wav,normal
356761.wav,normal
119193.wav,normal
119189.wav,normal
119190.wav,normal
119191.wav,normal
119192.wav,normal
119194.wav,normal
119195.wav,normal
119196.wav,normal
356770.wav,normal
119197.wav,normal
356772.wav,normal
119198.wav,normal
119199.wav,normal
119200.wav,normal
119201.wav,normal
119202.wav,normal
119203.wav,normal
356779.wav,normal
119208.wav,normal
356781.wav,normal
119205.wav,normal
119206.wav,normal
119214.wav,normal
119209.wav,normal
119210.wav,normal
356787.wav,normal
119211.wav,normal
119212.wav,normal
356790.wav,normal
356791.wav,normal
119222.wav,normal
119217.wav,normal
119218.wav,normal
356795.wav,normal
356796.wav,normal
119220.wav,normal
356798.wav,normal
119223.wav,normal
119224.wav,normal
356801.wav,normal
356802.wav,normal
20931.wav,normal
356804.wav,normal
20933.wav,normal
356806.wav,normal
356805.wav,normal
20927.wav,normal
20928.wav,normal
119236.wav,normal
119237.wav,normal
119240.wav,normal
119241.wav,normal
119242.wav,normal
119243.wav,normal
119245.wav,normal
119246.wav,normal
119247.wav,normal
119248.wav,normal
356820.wav,normal
119253.wav,normal
119249.wav,normal
135639.wav,normal
135640.wav,normal
356824.wav,normal
135642.wav,normal
356827.wav,normal
119252.wav,normal
119254.wav,normal
